"",".id","Date","Category","Question","Participant","University","Vote","Confidence","Comment"
"432","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Judith Chevalier","Yale","Agree","10","Yes, of course the fact that one can (often) sell the new book back helps, but many students skip buying the textbook. -see background information here-see background information here"
"433","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Janet Currie","Princeton","Did Not Answer","",""
"434","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","David Cutler","Harvard","Agree","4",""
"435","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Angus Deaton","Princeton","No Opinion","","Depending on the meaning, seems either trivially true, or just unclear what is being held constant."
"436","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Darrell Duffie","Stanford","Disagree","2","Most of the students I see seem to have new copies. Stanford may not be the norm."
"437","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Aaron Edlin","Berkeley","Agree","6",""
"438","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Barry Eichengreen","Berkeley","Agree","5",""
"439","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Liran Einav","Stanford","Uncertain","6",""
"440","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Ray Fair","Yale","Agree","7",""
"441","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Amy Finkelstein","MIT","Strongly Agree","8",""
"442","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Pinelopi Goldberg","Yale","Agree","6",""
"443","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Austan Goolsbee","Chicago","Agree","10",""
"444","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Michael Greenstone","Chicago","Uncertain","3","maybe.  it depends on several factors, including how active these markets are and the costs of reselling/renting"
"445","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Robert Hall","Stanford","Agree","8","...to a person who was unaware of the resale market (not me!)"
"446","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Oliver Hart","Harvard","Agree","8","This seems rather self-evident, although perhaps not all students can do this. Some people no doubt also photo-copy parts of books."
"447","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Bengt Holmström","MIT","Agree","7",""
"448","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Caroline Hoxby","Stanford","Strongly Agree","10","It is costly to change a textbook much with each edition so students can use much cheaper past editions with little intellectual loss."
"449","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Hilary Hoynes","Berkeley","Disagree","8","The resale market helps but does not change the net burden by much,"
